Sample,Plate,Row,Column,LABID,Miseq.num,tot.reads,tot.aligned.reads,median.aligned.reads.per.loc,gt.10.aligned,gt.20.aligned,X..on.target,AnimalID,Duplicate1,Duplicate2,Duplicate3,Herd,all.2021.data.herds,SEX.x,HAP,mito.haps,USE.x,GTseq.stratum,Optimization.sample,Main.run,Latitude.x,Longitude.x,YR.x,SOURCE.x,Contact,Notes,Permission.requested,Permission.received,Photo.Need.permission,Photo.Have.permission,FIELDID,Animal_ID,SOURCE.y,Collection_Method,CONTACT_NAME,Organization,Label,LAB,SpCode,SpType,Species_Type,SpName,Genus,Species,CommonName,USE.y,Restrict_Description,YR.y,MO,DA,Location,City,Island,County,State,Country,Latitude.y,Latitude_Precision,Latitude_Precision_Unit,Longitude.y,Longitude_Precision,Longitude_Precision_Unit,OBasin,Ocean_Basin,SEX.y,Gender_Determination,ACCESSIONDATE,GENBANK.,GENBANK1,GENBANK2,GENBANK3,COMMENTS,Record_Creation_Date,Edit_User,Edit_Date
z0195681_Mnov_MS51_n0028306_R1.fastq.gz,1,F,4,z0195681,28306,594,172,0,1,0,0.29,195681,NA,NA,NA,NA,NA,F,Aplus,NA,CCES,NA,NA,x,48.0721,-125.6495,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180709-ZIP-05,242653,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,9,,,,,,UNITED STATES OF AMERICA,48.0721,1e-04,DEGREE,-125.6495,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195682_Mnov_MS51_n0028307_R1.fastq.gz,1,G,4,z0195682,28307,2697,731,1,1,1,0.271,195682,NA,NA,NA,NA,NA,F,E4,NA,CCES,NA,NA,x,48.0889,-125.6515,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180709-ZIP-06,242654,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,9,,,,,,UNITED STATES OF AMERICA,48.0889,1e-04,DEGREE,-125.6515,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195684_Mnov_MS51_n0028308_R1.fastq.gz,1,H,4,z0195684,28308,1321,229,0,2,1,0.173,195684,NA,NA,NA,NA,NA,M,Aplus,NA,CCES,NA,NA,x,48.1456,-125.7152,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180709-ZIP-08,242656,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,9,,,,,,UNITED STATES OF AMERICA,48.1456,1e-04,DEGREE,-125.7152,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195685_Mnov_MS51_n0028309_R1.fastq.gz,1,A,5,z0195685,28309,1075,190,0,1,0,0.177,195685,NA,NA,NA,NA,NA,M,Aminus,NA,CCES,NA,NA,x,48.1778,-125.6886,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180709-ZIP-09,242657,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,9,,,,,,UNITED STATES OF AMERICA,48.1778,1e-04,DEGREE,-125.6886,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195686_Mnov_MS51_n0028310_R1.fastq.gz,1,B,5,z0195686,28310,277,190,0,0,0,0.686,195686,NA,NA,NA,NA,NA,M,Mnov_1_E4,NA,CCES,NA,NA,x,48.1827,-125.6768,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180709-ZIP-10,242658,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,9,,,,,,UNITED STATES OF AMERICA,48.1827,1e-04,DEGREE,-125.6768,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195689_Mnov_MS51_n0028311_R1.fastq.gz,1,C,5,z0195689,28311,6539,4047,7,142,33,0.619,195689,NA,NA,NA,NA,NA,F,Aplus,NA,CCES,NA,NA,x,47.5064,-124.881,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180710-ZIP-02,242661,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,10,,,,,,UNITED STATES OF AMERICA,47.5064,1e-04,DEGREE,-124.881,0.001,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195693_Mnov_MS51_n0028312_R1.fastq.gz,1,D,5,z0195693,28312,723,284,0,1,1,0.393,195693,NA,NA,NA,NA,NA,M,E2,NA,CCES,NA,NA,x,46.9436,-124.7352,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180714-ZIP-01,242665,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,14,,,,,,UNITED STATES OF AMERICA,46.9436,1e-04,DEGREE,-124.7352,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195695_Mnov_MS51_n0028313_R1.fastq.gz,1,E,5,z0195695,28313,513,131,0,0,0,0.255,195695,NA,NA,NA,NA,NA,M,E7,NA,CCES,NA,NA,x,45.9184,-124.3784,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180717-ZIP-02,242667,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,17,,,,,,UNITED STATES OF AMERICA,45.9184,1e-04,DEGREE,-124.3784,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195697_Mnov_MS51_n0028314_R1.fastq.gz,1,F,5,z0195697,28314,75224,72215,89,335,295,0.96,195697,NA,NA,NA,NA,NA,F,Aplus,NA,CCES,NA,NA,x,46.0134,-124.4502,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180726-ZIP-01,242669,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,26,,,,,,UNITED STATES OF AMERICA,46.0134,1e-04,DEGREE,-124.4502,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195703_Mnov_MS51_n0028315_R1.fastq.gz,1,G,5,z0195703,28315,203004,197655,373.5,356,348,0.974,195703,NA,NA,NA,NA,NA,F,Aplus,NA,CCES,NA,NA,x,43.6477,-124.8767,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180729-ZIP-03,242675,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,29,,,,,,UNITED STATES OF AMERICA,43.6477,1e-04,DEGREE,-124.8767,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195706_Mnov_MS51_n0028316_R1.fastq.gz,1,H,5,z0195706,28316,252790,242852,565,360,357,0.961,195706,NA,NA,NA,NA,NA,M,E8,NA,CCES,NA,NA,x,43.7227,-124.3305,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180730-ZIP-01,242678,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,30,,,,,,UNITED STATES OF AMERICA,43.7227,1e-04,DEGREE,-124.3305,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195707_Mnov_MS51_n0028317_R1.fastq.gz,1,A,6,z0195707,28317,108386,101800,229,359,353,0.939,195707,NA,NA,NA,NA,NA,M,Aplus,NA,CCES,NA,NA,x,43.732,-124.3769,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180730-ZIP-02,242679,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,30,,,,,,UNITED STATES OF AMERICA,43.732,0.001,DEGREE,-124.3769,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195708_Mnov_MS51_n0028318_R1.fastq.gz,1,B,6,z0195708,28318,186045,177361,340.5,358,353,0.953,195708,NA,NA,NA,NA,NA,M,Mnov_2_E6,NA,CCES,NA,NA,x,43.7375,-124.4145,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180730-ZIP-03,242680,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,30,,,,,,UNITED STATES OF AMERICA,43.7375,1e-04,DEGREE,-124.4145,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195709_Mnov_MS51_n0028319_R1.fastq.gz,1,C,6,z0195709,28319,220583,211367,446.5,362,358,0.958,195709,NA,NA,NA,NA,NA,F,E1_E11,NA,CCES,NA,NA,x,43.7381,-124.409,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180730-ZIP-04,242681,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,30,,,,,,UNITED STATES OF AMERICA,43.7381,1e-04,DEGREE,-124.409,0.001,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195710_Mnov_MS51_n0028320_R1.fastq.gz,1,D,6,z0195710,28320,232585,212753,467,360,358,0.915,195710,NA,NA,NA,NA,NA,F,E1_E11,NA,CCES,NA,NA,x,43.7475,-124.4251,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180730-ZIP-05,242682,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,30,,,,,,UNITED STATES OF AMERICA,43.7475,1e-04,DEGREE,-124.4251,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195712_Mnov_MS51_n0028321_R1.fastq.gz,1,E,6,z0195712,28321,209484,199523,439,359,357,0.952,195712,NA,NA,NA,NA,NA,M,F2,NA,CCES,NA,NA,x,43.7458,-124.4261,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180730-ZIP-07,242684,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,30,,,,,,UNITED STATES OF AMERICA,43.7458,1e-04,DEGREE,-124.4261,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195713_Mnov_MS51_n0028322_R1.fastq.gz,1,F,6,z0195713,28322,256384,240787,558.5,361,359,0.939,195713,NA,NA,NA,NA,NA,F,E6,NA,CCES,NA,NA,x,43.7434,-124.4173,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180730-ZIP-08,242685,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,30,,,,,,UNITED STATES OF AMERICA,43.7434,1e-04,DEGREE,-124.4173,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195714_Mnov_MS51_n0028323_R1.fastq.gz,1,G,6,z0195714,28323,349308,331123,725.5,358,356,0.948,195714,NA,NA,NA,NA,NA,M,F2,NA,CCES,NA,NA,x,43.7385,-124.4181,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180730-ZIP-09,242686,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,30,,,,,,UNITED STATES OF AMERICA,43.7385,1e-04,DEGREE,-124.4181,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195717_Mnov_MS51_n0028324_R1.fastq.gz,1,H,6,z0195717,28324,257653,246434,532,358,358,0.956,195717,NA,NA,NA,NA,NA,F,F2,NA,CCES,NA,NA,x,43.7852,-124.4586,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180730-ZIP-12,242689,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,30,,,,,,UNITED STATES OF AMERICA,43.7852,1e-04,DEGREE,-124.4586,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195720_Mnov_MS51_n0028325_R1.fastq.gz,1,A,7,z0195720,28325,23652,16232,37,353,308,0.686,195720,NA,NA,NA,NA,NA,F,Aplus,NA,CCES,NA,NA,x,43.7879,-124.4676,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180730-ZIP-15,242692,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,30,,,,,,UNITED STATES OF AMERICA,43.7879,1e-04,DEGREE,-124.4676,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195721_Mnov_MS51_n0028326_R1.fastq.gz,1,B,7,z0195721,28326,2612,1016,2,5,1,0.389,195721,NA,NA,NA,NA,NA,M,F2,NA,CCES,NA,NA,x,43.6553,-124.4843,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180730-ZIP-16,242693,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,30,,,,,,UNITED STATES OF AMERICA,43.6553,1e-04,DEGREE,-124.4843,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195722_Mnov_MS51_n0028327_R1.fastq.gz,1,C,7,z0195722,28327,128970,122164,284,357,351,0.947,195722,NA,NA,NA,NA,NA,F,F2,NA,CCES,NA,NA,x,43.6475,-124.4735,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180730-ZIP-17,242694,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,30,,,,,,UNITED STATES OF AMERICA,43.6475,1e-04,DEGREE,-124.4735,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195727_Mnov_MS51_n0028328_R1.fastq.gz,1,D,7,z0195727,28328,44809,37912,67.5,348,321,0.846,195727,NA,NA,NA,NA,NA,M,F2,NA,CCES,NA,NA,x,43.7023,-124.4392,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180731-ZIP-04,242699,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,31,,,,,,UNITED STATES OF AMERICA,43.7023,1e-04,DEGREE,-124.4392,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195729_Mnov_MS51_n0028329_R1.fastq.gz,1,E,7,z0195729,28329,78353,73491,116.5,347,328,0.938,195729,NA,NA,NA,NA,NA,F,Aplus,NA,CCES,NA,NA,x,43.6539,-124.4428,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180731-ZIP-06,242701,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,31,,,,,,UNITED STATES OF AMERICA,43.6539,1e-04,DEGREE,-124.4428,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195730_Mnov_MS51_n0028330_R1.fastq.gz,1,F,7,z0195730,28330,163218,148228,363,356,353,0.908,195730,NA,NA,NA,NA,NA,F,E15,NA,CCES,NA,NA,x,43.6558,-124.4496,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180731-ZIP-07,242702,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,31,,,,,,UNITED STATES OF AMERICA,43.6558,1e-04,DEGREE,-124.4496,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195733_Mnov_MS51_n0028331_R1.fastq.gz,1,G,7,z0195733,28331,196319,188078,423.5,361,359,0.958,195733,NA,NA,NA,NA,NA,F,E10,NA,CCES,NA,NA,x,43.6116,-124.5184,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180731-ZIP-10,242705,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,31,,,,,,UNITED STATES OF AMERICA,43.6116,1e-04,DEGREE,-124.5184,1e-04,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195735_Mnov_MS51_n0028332_R1.fastq.gz,1,H,7,z0195735,28332,239163,228073,511.5,362,359,0.954,195735,NA,NA,NA,NA,NA,M,F2,NA,CCES,NA,NA,x,43.6017,-124.5111,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180731-ZIP-12,242707,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,31,,,,,,UNITED STATES OF AMERICA,43.6017,1e-04,DEGREE,-124.5111,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195736_Mnov_MS51_n0028333_R1.fastq.gz,1,A,8,z0195736,28333,9558,4539,7,151,38,0.475,195736,NA,NA,NA,NA,NA,M,E13,NA,CCES,NA,NA,x,43.6025,-124.5127,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180731-ZIP-13,242708,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,31,,,,,,UNITED STATES OF AMERICA,43.6025,1e-04,DEGREE,-124.5127,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195738_Mnov_MS51_n0028334_R1.fastq.gz,1,B,8,z0195738,28334,177683,168870,372,359,357,0.95,195738,NA,NA,NA,NA,NA,M,Aplus,NA,CCES,NA,NA,x,43.6484,-124.3907,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180731-ZIP-15,242710,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,31,,,,,,UNITED STATES OF AMERICA,43.6484,1e-04,DEGREE,-124.3907,1e-04,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
z0195739_Mnov_MS51_n0028335_R1.fastq.gz,1,C,8,z0195739,28335,75379,70383,123,354,345,0.934,195739,NA,NA,NA,NA,NA,M,E6,NA,CCES,NA,NA,x,43.6473,-124.378,2018,BIOPSY-SWFSC-CCES,Jeff,NA,2-Nov-21,2-Nov-21,NA,NA - no winter photo,CRC-20180731-ZIP-16,242711,BIOPSY-SWFSC-CCES,BIOPSY (PROJECTILE),NA,NA,NA,ARC,76,C,CETACEA,M nov,Megaptera,novaeangliae,Humpback whale,Y,Donator requested that PI request permission to use in study,2018,7,31,,,,,,UNITED STATES OF AMERICA,43.6473,1e-04,DEGREE,-124.378,0.001,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/2/18 0:00,NA,NA,NA,NA,,10/2/18 14:07,Dan Prosperi,9/17/21 8:04
